phase,type,id,title_or_collection,change
C,product,gid://shopify/Product/10094753874230,MannaBrew - Superfood Espresso - 998g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/10338452373814,HEALTH CONNECTION WHOLEFOODS - Matcha Superfood Blend - 100g,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
C,product,gid://shopify/Product/10611689226550,Matcha Set - 5 Piece,"atomic swap: tagsRemove Food> Beverages + tagsAdd Food>Beverages (serial, same request)"
A,note,-,migration 3,Phase A tagsAdd skipped: Shopify dedupes whitespace-variant tags (verified in migrations 1-2); collection matching normalizes so no dropout risk
B,collection,gid://shopify/Collection/431951806774,Food - Milk Alternatives,rule condition Food> Milk Alternatives -> Food>Milk Alternatives; count 21->21
C,product,gid://shopify/Product/8053031207222,HEALTH CONNECTION WHOLEFOODS - Oat Milk Powder - 500g,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8053032157494,HEALTH CONNECTION WHOLEFOODS - Rice Milk Powder - 500g,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8460059869494,BUTTANUT - Almond Milk - 350ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8462795866422,BUTTANUT - Almond Milk - 1 litre,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8462796423478,BUTTANUT - Oat Milk - 350ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8462798946614,BUTTANUT - Oat Milk - 1 litre,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8462802682166,BUTTANUT - Cocoa Milk - 1 litre,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8462805401910,BUTTANUT - Vanilla Almond Milk - 350ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8462807728438,BUTTANUT - Macadamia Milk - 1 litre,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8462808645942,BUTTANUT - Macadamia Milk - 350ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8886198370614,NATURE'S CHOICE - Almond Milk Powder - 450g,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/8901270995254,KARA - Classic Uht Coconut Milk - 200ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/9127042941238,TRUEFOOD - Organic Coconut Milk - 400ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/9127045267766,TRUEFOOD - Organic Coconut Light Milk - 400ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/9127046480182,TRUEFOOD - Organic Coconut Cream - 400ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/9127056802102,KARA - UHT Coconut Cream - 500ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/9127057129782,KARA - UHT Coconut Cream - 65ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/9127057391926,KARA - UHT Coconut Milk - 1L,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/9127057654070,KARA - UHT Coconut Cream - 200ml,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/10337626259766,NATURE'S NUTRITION - Oat Milk Powder - 500g,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
C,product,gid://shopify/Product/10337627308342,NATURE'S NUTRITION - Oat Milk Powder Plus - 450g,"atomic swap: tagsRemove Food> Milk Alternatives + tagsAdd Food>Milk Alternatives (serial, same request)"
A,note,-,migration 4,Phase A tagsAdd skipped: Shopify dedupes whitespace-variant tags; collection matching normalizes so no dropout risk
B,collection,gid://shopify/Collection/431952003382,Food - Spices Salt & Pepper,rule condition Food> Spices -> Food>Spices; count 70->70
C,product,gid://shopify/Product/8053028323638,HEALTH CONNECTION WHOLEFOODS - Cinnamon Powder - 100g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8053029896502,HEALTH CONNECTION WHOLEFOODS - Gourmet Veg Stock Powder - 250g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8053030093110,HEALTH CONNECTION WHOLEFOODS - Himalayan Crystal Salt Coarse - 500g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8053030191414,HEALTH CONNECTION WHOLEFOODS - Himalayan Crystal Salt Fine - 500g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8053032911158,HEALTH CONNECTION WHOLEFOODS - Turmeric Powder - 100g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8053033992502,HEALTH CONNECTION WHOLEFOODS - Organic Tamari - 250ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8155081408822,VIVID HEALTH - VIVID NOURISHMENT - Himalayan Salt Fine 1kg,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8155081474358,VIVID HEALTH - VIVID NOURISHMENT - Himalayan Salt Fine 500g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8155081769270,VIVID HEALTH - VIVID NOURISHMENT - Himalayan Salt Course 1kg,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8155082129718,VIVID HEALTH - VIVID NOURISHMENT - Himalayan Salt Course 500g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8157799481654,NATTREND - Ceylon Cinnamon 200g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8157799579958,NATTREND - Four-in-One 90 Capsules,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8157799612726,NATTREND - NATtritious Drink 300g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8157799743798,NATTREND - Ginger 200g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8157799907638,NATTREND - Turmeric 200g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8447002378550,A.VOGEL - Kelpamare,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8447004705078,A.VOGEL - Herbamare Spicy - 125g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8499762921782,INVINCIBLE LIVING - Celtic Salt Fine Ground - 227g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8499764101430,INVINCIBLE LIVING - Celtic Salt Light Grey Course - 227g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538013991222,CARBSMART - BBQ Spice - 200ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538020544822,CARBSMART - Braai Salt - 200ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538022412598,CARBSMART - Cajun Spice - 200ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538023919926,CARBSMART - Chicken Spice - 200ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538027524406,CARBSMART - Lemon & Herb Spice - 200ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538034635062,CARBSMART - Umami All Purpose Seasoning - 200ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538101776694,KALLO - Organic Chicken - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538102858038,KALLO - Organic Vegetable - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538111246646,KALLO - Organic Mushroom - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538117996854,KALLO - Organic Tomato & Herb - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538123010358,KALLO - Organic French Onion - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538131104054,KALLO - Organic Beef - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538138181942,KALLO - Very Low Salt Organic Vegetable - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8538145980726,KALLO - Yeast Free Vegetable - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8544176275766,KALLO - Organic Umami - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8544230703414,KALLO - Organic Sriricha - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8544393920822,KALLO - Very Low Salt Organic Chicken - 6 Cubes 66g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8545577304374,GOOD LIFE ORGANIC - Organic Black Mustard Seeds - 70g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8864396181814,CAPE HERB & SPICE - Chinese 5-Spice - 50g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8864403587382,CAPE HERB & SPICE - Cape Malay Curry - 50g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8864413352246,CAPE HERB & SPICE - Thai 7-Spice - 50g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8864444645686,CAPE HERB & SPICE - Sweet & Sticky Chicken,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8864483770678,CAPE HERB & SPICE - Tall Black Peppercorns Grinder,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8864488751414,CAPE HERB & SPICE - Butter Chicken - 50g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8864595706166,CAPE HERB & SPICE - Tall Pink Himalayan Salt Grinder,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8865747927350,CAPE HERB & SPICE - True Cinnamon Quills - 20g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8865749532982,CAPE HERB & SPICE - Tall Atlantic Sea Salt Grinder,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8869549375798,GOOD LIFE ORGANIC - Organic Turmeric Powder - 200g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8869553176886,GOOD LIFE ORGANIC - Organic Nori Sprinkle - 100g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8869557600566,GOOD LIFE ORGANIC - Organic Dulse Flakes - 100g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8869563892022,GOOD LIFE ORGANIC - Organic Milk Thistle Powder - 200g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886204432694,NATURE'S CHOICE - Cayenne Pepper - 170g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886206628150,NATURE'S CHOICE - Cinnamon Powder - 100g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886229074230,NATURE'S CHOICE - Himalayan Coarse Salt - 600g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886237724982,NATURE'S CHOICE - Nutritional Yeast Flakes - 150g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886268920118,NATURE'S CHOICE - Sea Salt Coarse - 1kg,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886272557366,NATURE'S CHOICE - Sea Salt Fine - 1kg,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886276260150,NATURE'S CHOICE - Sodium Free Salt - 200g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886284058934,NATURE'S CHOICE - Turmeric Powder - 100g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886287761718,NATURE'S CHOICE - Gluten Free Vegetable Stock - 280g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886290153782,NATURE'S CHOICE - Celery Salt Shaker - 300g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8886303392054,NATURE'S CHOICE - Herbal Salt Shaker - 300g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8901115904310,EARTH PRODUCTS - Non-Irradiated Turmeric Powder - 250g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8901257068854,BRAGG - Organic Herb Sprinkle - 42g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8903326171446,KHOISAN GOURMET - Organic Cinnamon Powder - 30g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8903414251830,TRUEFOOD - Turmeric Powder - 200g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/8903596605750,BRAGG - Coconut Liquid Aminos - 150ml,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/9131144610102,EARTH PRODUCTS - Cayenne Pepper - 70g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/9131149033782,EARTH PRODUCTS - Paprika - 60g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
C,product,gid://shopify/Product/9426477252918,POWR NUTRIENTS - Daikon Radish Powder - 36g,"atomic swap: tagsRemove Food> Spices + tagsAdd Food>Spices (serial, same request)"
